Review_text,extracted_aspects,inference_time
Food is awesome and very delicious with a very decent hospitality really amazed. I went today for my special day😍 really enjoyed this day,"Food, hospitality",0.4288334846496582
Food was sumptuous. Service is excellent. It was a family gathering and we really enjoyed the food as well as the cozy environment.,"Food, Service, environment",0.4790184497833252
We are very happy to have a nice dinner here. Service was excellent. Food quality was one of the best buffet in Bangladesh.,"Service, dinner, food quality, buffet",0.6556079387664795
"Its a Great experience Really it will be memorable Birthday, All stuff was cordial FEROZ, SAGOR,FALGUNI, SHANTA APU ND Bhaias best, Thanks A lot , I will come again IA Best wishes,,",noaspectterm,0.36511826515197754
Today is my wife birthday . Its a special day for us . There all person are make my day very special they cut a cake for my wife . All food & service is excellent i m so happy .,"person, food, service, cake",0.5375242233276367
I m regular person . They are just wow....there food is yummy than others pleace. I just loved there food ....service is excelent. Best hotel in dhaka.,"food, service",0.3017919063568115
The food was really good and so was the service. Five stars! Loved the variation in cuisines. Would recommend to everyone.,"food, service, cuisines",0.5403914451599121
"Very nice buffet dinner arranged, excellent service, specially thanks Ms. Nahar, staff are very friendly. Regards Rony","buffet dinner, service, staff",0.5386180877685547
"In one word ""Splendid"". Food tastes in heavenly per se. Everything is excellent, service also great , specially in brunch.","Food, service, brunch",0.5490481853485107
"The food was really good with there being a range of cuisines to choose from. The dessert section was filled with tarts, cakes and ice creams which were the best way to end the meal.","food, dessert section, tarts, cakes, ice creams, meal",1.1298892498016357
Excellent food and service 👌 seasonal taste restaurant. We are happy. Staff behavior just good 👍 special thanks Ms Ishrat very nice person and very helpful 😊,"food, service, Staff behavior",0.49141669273376465
Food is too much good. Nihari was fantastic. Service was too much good.we are always enjoying Westin first class service. I think they are the number one five star hotels in Bangladesh. Best wishes for them. Sharan is very humble. He serve us very well,"Food, Service, Service, hotels",0.594341516494751
"The food and the service is great! Thanks sharan, Clinton. We had a grate time with Arabic food kebab & dessert. Environment is good","food, service, Arabic food kebab & dessert, Environment",1.0224878787994385
"Seasonal taste is amazing today vs. usual Friday ( we were here today 09/02/24). The valentine decorations, very caring & courteous team of Hotel officials and staffs. And all the food was just fresh from the oven …loved it even more today with our guests...More","valentine decorations, food",0.5865514278411865
"Dining in Westin is always a great experience. Mouth watering food, awesome service n great ambience. Every staff is very friendly","food, service, ambience, staff",0.5981705188751221
Had a blast with my best friend for sure . Service is good. food is best good quality. Staf is very friendly. Best buffet in Bangladesh,"Service, food, staf, buffet",0.6589882373809814
"Together buffet lunch at westin Dhaka , seasonal taste restaurant 😍 all food very yummy this is 3rd time I went there. All about just excellent 👌👌👌",food,0.2010655403137207
Everything was good. But the menu was better before than this time. I would suggest add some more soup options. Other then that everything was amazing,"menu, soup options",0.3939528465270996
"Yes, it is a great place to go out with my family. We really enjoyed the food. Service is very excellent, Every staff is friendly .","food, Service, staff",0.4279134273529053
"This is really wonderful experience. We went together for lunch at seasonal taste, The Westin Dhaka. All food just yummy. Specially main Course is so delicious 🤤🤤🤤. Specially thanks to mr.Shakhawat for invitation","food, lunch, main Course",0.5143332481384277
Is was a very nice day & lunch also at Westin Dhaka. All food was delicious and so yummy 🥰all good 👍🏽 bc bc……………………………..,"food, lunch",0.3054924011230469
Today we went seasonal taste restaurant for our business meeting... We are so happy for there service. Just wow❤️ food tast 100/100👌 all are so kind. Everything is excellent 👌💯,"service, food, taste",0.42108774185180664
Today we went for Brunch. Breakfast plus lunch. Amazing choice of delicious food along with 3 fresh tasty juice. Top notch custom service from all staff. Also we got complimentary pool access which was an added bonus. Will definitely recommend everyone to visit.,"food, juice, service, staff, pool access",0.7398064136505127
"We tried like all the buffet restaurant in Bangladesh,but westin buffet is best of best. Super food & service. Staff are really well trained Sharan & Clinton serve us very well ..we all love westin food always","food, service, staff",0.418806791305542
Food is great in general. Would have loved the sushi to be a bit more fresh. The sushi rice fell a bit stale in comparison.,"Food, sushi, sushi rice",0.7927093505859375
Their food was very fresh and tasty. I often have lunch here with my family and friends. Their behavior was also very good.,"food, lunch",0.30165791511535645
Its been a great experience. Food was lovely and the ambience was too. But the most commendable of them all would be their top notch service and food quality. Absolute banger. Would recommend to all.,"Food, ambience, service, food quality",0.7147026062011719
"Everything's was Perfect. Attentive service. Food are so delicious. Staff r so friendly and helpful , Recommend .*****","service, food, Staff",0.44395017623901367
The foood and everything was very good Saron and falguni their behaviour was also good and very kind Will come here again. Highly recommended,"foood, behaviour",0.3652808666229248
"Just went to the Westin dhaka for brunch, the food, ambience and the service was pretty amazing. The staffs were very welcoming specially Ms Falguni. Hoping to visit here soon.","food, ambience, service, staffs",0.654658317565918
Overall it is good. But I will recommend to taste to biriyani its too good. Highly recommended thanks falguni,biriyani,0.36115527153015137
Nice environment. Food quality is very good. Staff are very friendly. Mr nikson & rafique is very good. Thank for a nice dinner.,"environment, Food quality, Staff, dinner",0.6370007991790771
The foods are very tasty and delicious specially the continental. The hospitality the receive are amazing.,"foods, continental, hospitality",0.5902419090270996
"everybodys service is excillence, Food was amazing and the surprise they gave me was quite impressive. Worth it.","service, Food",0.29895997047424316
"This place is nice to hang out and food also. I like sushi, oriental food, dessert and live cooking foods. The place is cool indeed.","sushi, oriental food, dessert, live cooking foods, place",1.110337734222412
"Great atmosphere , delicious food, we had a mutton rezala .. Which is really delicious .. Sweety is very kind & giving us wonderfull service . Thanks falguni and sagor","atmosphere , food, service",0.5407845973968506
Seasonal tastes is best restaurant in Dhaka city. Good food best service.Really we enjoyed here. Very nice environment. Thanks falguni and sagor. We will come again….,"food, service, environment",0.44344186782836914
Seasonal taste Best restaurant..... delicious food. Grilled and matun nehari Best..... Service just excellent Staff good behaviour thanks,"food, Service, Staff",0.4160346984863281
"The food that they serve are in very high quality which is undeniably satisfactory. On the the contrary, it is also quite delicious.","food, food",0.31983470916748047
"I explain my todays lunch experience.... It was an Awesome experience... I went there with my mom,kids, & husband.... So beautiful Place i love this. All food is just wow..... All staff are so friendly.....","Place, food, staff",0.41347455978393555
"Westin brunch, is best brunch i ever seen. It's wonderful always. I love this place. Food quality Just wow. Service experience 👌👌👌👌","brunch, Food quality, Service",0.561457633972168
Its our family time with my wife & baby boy. We are very happy to spent our quality time at Westin dhaka. Special thanks all Staff they are superb. 👌👌👌,Staff,0.2479724884033203
I went today in seasonal taste restaurant....And I have a awesome experience.. & next time I will go there with my friends... All food & staff are very friendly and helpful. Service experience is wowww..👌👌👌,"food, staff, Service",0.4843623638153076
Today enjoying my lunch with my family member. Its really wonderful time. I really highly appreciate all Staff. They are really very friendly. All food yummy... Thanks to all.,"Staff, food, lunch",0.5091900825500488
The food quality and variety of items are excellent . Service is as usual up to the mark . Best buffet resturent in Bangladesh . Recommended place for family dinner and specially with foreign guest ….,"food quality, variety of items, Service, buffet",0.7817652225494385
From the greeting step everything is perfect. food and service is up to the mark.all staff r super friendly.,"greeting, food, service, staff",0.6054034233093262
We enjoyed a lot the Buffet food r so delicious staff r friendly and helpful. 5 star service*****. recommended,"Buffet food, staff, service",0.5356433391571045
"Impeccable service, luxurious amenities, and attention to detail made my stay at the 5-star hotel truly exceptional. The staff went above and beyond to ensure a memorable experience. Every aspect, from the elegant decor to the gourmet dining, exceeded my expectations. A truly indulgent escape.","service, staff, decor, dining",0.5391256809234619
Very nice moment....i enjoying my time with my brother . Seasonal taste food review just awsome. All are providing me a great service. All over its a beautiful & enjoybale day for me,"food, service",0.3022146224975586
Today I went westin Dhaka to haveing my lunch with my wife . Today our anniversary & we spent our quality time . It’s really very memorable. All staff are very friendly. Thanks to all of you. 🤝😍,staff,0.1854100227355957
Great food with a calm ambience. We were well attended to and had a good experience overall. I particularly liked the sushis and the salads. The desserts were amazing as well .,"food, ambience, sushis, salads, desserts",0.9638340473175049
The environment is well.Good service.Food is well.Highly recommended .mutton nihari was very best . Highly recommend.and falguni,"environment, service, food, mutton nihari, falguni",1.0288927555084229
"It was amazing a lot of choices clean and delicious, specially Ms. Falguni and she do very nice service and she is so helpful , thanks a lot for hospitality and warm welcoming,","service, Ms. Falguni",0.5427472591400146
Seasonal taste restaurant we get yummy foods.tempura as always wonderful.service as always very good.. ..... very friendly ishrat thanks everyone,"foods, tempura, service",0.5392515659332275
"Seasonal taste best of food. I love Grilled items. Mutton nihari, and cheese cake Just wow. Service was good. Thanks everyone Staff behaviour good.","food, Service, Staff behaviour, Mutton nihari, cheese cake",1.0044190883636475
The environment was good food was fresh..excellent service all over good…….perfect buffet lunch lot’s of food…..,"environment, food, service, buffet lunch, food",0.7775471210479736
Best of seasonal tastes restaurant. Service great. Food quality Very good..... Special Thanks ms Ishrat thanks........ 💕💕,"Service, Food quality",0.35726308822631836
Today I went with my wife in seasonal taste for brunch. Really it's a great experience. My wife is so happy to a great service. Food is excellent 👌. Thanks for the support ❤️,"service, Food",0.2998349666595459
"At Seasonal tastes restaurant we get yummy foods. Their live cooking grilled, dessert, various cuisine main courses also enjoyed our dinning experience.","foods, live cooking grilled, dessert, main courses, dinning experience",1.128674030303955
The service and food was amazing. Just 10/10. The people are also good and amazing behaviour. A must go with your dear falguni,"service, food",0.2991621494293213
"Specially soup is so yummy for me. Tempura as always wonderful. Desert , nehari, & juice is fresh just wow. Service as always very good to all","soup, Tempura, desert, nehari, juice, Service",1.0105609893798828
Overall a great experience. The food can get better. Otherwise everything is fine. And the behaviour of the staffs are very good. They are well behaved.,"food, staffs",0.3665921688079834
"Nice environment with good, really delicious the food really enjoying, wanna go with my family again, specially complementary swimming was awesome.","environment, food, swimming",0.4202301502227783
Absolutely amazing food great place and service. Mr. Rubel and Mr. Sagar are excellent at their job.,"food, place, service",0.41792869567871094
This is a awesome lunch with some friends 🥰 lovely day at seasonal taste. Food is really very yammy. Service quality is jst wow. All people are very good & giving me great service. Thank you so much.,"lunch, Food, Service, Service quality",0.6811118125915527
I went the seasonal taste in westin Dhaka. It was a wonderful lunch today. Specially beef section is very yammy. Food & service are good. Thanks to all of you.,"Food, service, beef section, lunch",0.6546046733856201
Food quality is very good. Specially ice cream peanut butter flaver. Services is very good. All stuff very friendly.,"Food quality, ice cream peanut butter flaver, Services, stuff",1.09507155418396
"Tastes restaurant is always my first choice intire Dhaka. I usually come here for meeting, ms Jannat and ms Shanta are the best server I have ever seen . My foreign clients are also very much happy with their service","server, service",0.32354164123535156
Best of seasonal 👌 taste restaurant. I loved food 😋 service was great 👍 Ms ishrat very helpful thanks 😊.....,"food, service",0.29956889152526855
It is a very nice place for dinning. The staff are very friendly with us.They always assist to their food .my over all experience is outstanding.,"staff, food, place",0.41091227531433105
Great food and ambience. A wonderful dining experience thanks to Mr. Krishna's hospitality. The servicessape is worth applauding.,"food, ambience, servicessape",0.6642296314239502
Quality of foods and serving are excellent. Maintaing cleanness and hygine is quite satisfactory. I am pleased.,"Quality of foods, serving, cleanness, hygine",0.9638504981994629
Each and every item was just outstanding. The fish and prawn were the best I have ever tried. Highly recommend it. Great service by Krishna,"fish, prawn, service",0.4763920307159424
I went seasonal taste with my friends 😍 all food in very good . Service quality is just awesome 😍 they giving me wonderful service.. thanks all❤️,"food, Service quality",0.36171793937683105
Atmosphere was amazing.. got live cookings station. food was fresh and taste and staff was friendly. Will be back for sure.,"Atmosphere, live cookings station, food, staff",0.8579258918762207
Taste is the best restaurant I often visit with my family My kids love their brunch so much their swimming pool is so wide my kids love this I really like that,brunch,0.24070477485656738
Seasonal taste provide a best buffet in city. Also they have best swimming pool in dhaka. We really like their food and service. Shahin and nikson is a great server and ms jannat is very welcoming,"food, service, server, swimming pool",0.5992648601531982
Seasonal taste restaurant is always in my first priority. Specially their live kitchen is just wow for us and dessert area is just best item they served. We really enjoy our brunch,"live kitchen, dessert area, brunch",0.6567583084106445
"Krishna has been wonderful for every meal we had at Seasonal Tastes. His service is top notch, as well done as the food :) Will definitely visit again!","service, food, meal",0.434406042098999
Hilsha feast was very good. Environment and behavior was excellent. Other food special deserts were fantastic.,"Hilsha feast, food special deserts, Environment, behavior",0.9459831714630127
One of the most memorable restaurant experience of my life! We had dinner .Food was all round amazing. They treat the house like family. Everything we enjoyed.,"dinner, Food",0.35732364654541016
"I explain my buffet lunch experience . Its really awesome. I will come back again & again. Food quality, service quality everything are very good. ☺️💜 specially desert is nice 🤩 thanks to all of you.","Food quality, service quality, desert",0.6031506061553955
"I m regular guest in seasonal taste. Today I come with my family. It was an wonderful experience. 😍😍 Specially desert.prawn, fish are very good . Test quality good. Service quality is very good. Thanks to all of you.❤️","prawn, fish, Service quality, desert, Test quality",0.8382413387298584
"Today excellent lunch i have. Every food quality are very nice. Prawn tempura, fish etc are awesome. Services experience is really good. Specially thank to all service stuff But we need soft drinks including in Buffett. Thanks","food quality, fish, Services, service stuff, soft drinks, Buffett",1.0732977390289307
"The lunch was amazing loved the experience,Ishrat mam was amazing person to here her aura was amazing",lunch,0.24972105026245117
Seasonal tastes restaurant best buffet Brunch. I like fish kofta. And kebab... Brunch special care Ishrat good service all good nice food i will come Again thanks...,"fish kofta, kebab, Brunch special, service, food",1.0607647895812988
Great for the brunch.Best restaurant seasonal taste .excellent dessert 👍 food are good and Ishrat is so excellent service very much well behave thanks .,"brunch, food, dessert, service",0.6655147075653076
"Best restaurant seasonal tastes.excellent service ,food quality good 😊 so we are happy grilled items ,fresh fish 🐠 I like dessert 🍨 .ms Ishrat wonderful service very friendly thanks .","service ,food quality ,dessert ,grilled items ,fresh fish",0.9992396831512451
Excellent dessert and live station items though main course could have been better. Highly recommended 👌,"dessert, live station items, main course",0.6469621658325195
"Seasonal taste restaurant food just delicious 😋.excellent service the ambiance here was fantastic ,special service ms Ishrat and mr didar thanks everyone","food, service, ambiance",0.47526097297668457
"I came with my friend At seasonal taste restaurant 😍, it was an excellent experience 🥰. Food test, restaurant View, & service experience is awesome 😍. Specially thank to shanta, & didar for special support 🥰 nxt time i will be came again 🤩.","Food, restaurant View, service, support",0.6515316963195801
The food is delicious and surroundings and the soft music is great The behavior of staff are very friendly. Specifically Mr. Krishna. Will come again.,"food, surroundings, music, staff",0.5319056510925293
"Food taste is good and their service is soo much cushy. Indulging in a symphony of flavors, the culinary journey at seasonal taste of westin dhaka was nothing short of a masterpiece. From the first bite to the last, each dish presented a harmonious blend...More","Food taste, service, dish",0.5338470935821533
Food and service was good and had an amazing experience . The staff were hospitable and the food quality was excellent,"Food, service, staff, food quality",0.7119438648223877
Very super service seasonal tastes restaurant..food just delicious 😋 dessert and tempura 🍤 I love ❤️ very helpful ms.Ishrat and mr.Shaheen just super serious thanks,"service, food, dessert, tempura",0.6791689395904541
"Seasonal tastes restaurant wonderful service ,,,,,,,,,,special thanks ms.Ishrat .food just delicious 😋…………..all over excellent 👌 and mr didar and mr .shaheen very helpful thanks everyone","service, food, mr didar, mr .shaheen",1.02372407913208
"I havr tried most of the indian,bengali and thai cusine.the foods taste good and they were fresh.and service was good.","foods, service, indian, bengali, thai cusine",1.1044566631317139
It was a great hospitality by the Westin people! Especially Mr Rubel & Mr Rofiq and also Mr Krishna ! Thankyou for making our dinner special!,"hospitality, dinner",0.41237616539001465
The Food is so delicious & hygienic. They serve premium quality food & deserts. Apart this the restaurant environment is so good & comfortable. The behaviour of all the employees of the restaurant is so good & friendly. I’m very lucky of being here .,"Food, employees, environment, deserts",0.6688218116760254
seasonal taste is the best restaurant in the town. jannat is the best server in this restaurant. we always come here and she serve us tge best service. there food is so good and yummy,"server, food, service",0.41683506965637207
Best brunch ever in city. I always come at seasonal tastes just because of there food and service. Jannat always taking care of us. She is a great server I had ever seen. My baby love there swimming pool and kids zone as well.,"brunch, food, service, server, swimming pool, kids zone",0.9378466606140137
"Seasonal taste restaurant in the best food.i love Sushil ❤️❤️and vagetable tempura shrimp just wow,👍 excellent brunch..wow service ms.ishrat very helpful....","food, service, brunch, vegetable tempura shrimp, sushil",1.2195630073547363
"Sumptuous foods. Wide variety which is more than enough for breakfast and lunch. Live kitchen, fresh fryits and sweets were the best. Worth every penny. Will come back Again","foods, fryits, sweets",0.6490230560302734
"Seasonal taste is nice restaurant in Dhaka city.Mr Rubel,Krisna and rakib gives us excellent service.",service,0.18355250358581543
"The environment is outstanding and mind-blowing. Foods are very tasty and healthy. Recommended for come with family, friends and office party.","environment, Foods",0.35810184478759766
This is wonderful experience.food is very tasty & service experience is very good . Comfortable place & all are very good .,"food, service, place",0.4181241989135742
Excellent service and food.the stuff are amazing.most of items are delicious .specially dessert..ms ishrat is very helpful.hrs take care of us lots.thanks to ms.ishrat,"service, food, stuff, dessert, ms.ishrat, hrs",1.0842666625976562
Nice service.food was delicious.also they surprised me with birthday cake .. best restaurant..seasonal taste restaurant.will definitely come with more people for party in future.thank you Ms ishrat.,"service, food, birthday cake",0.47240519523620605
Ms. Ishrat give us excellent service.they were very helpful and their behaviour is very good 👍 😊..Nice environment..Nice restaurant .food was excellent............we are enjoying very happy.....,"service, environment, food",0.41223621368408203
"what a spectacular place truly in love,was a delicious lunch in the restaurant. Good service by saron & sumona,highly recommend.","lunch, service",0.3545541763305664
I really like the ambiance and food of the hotel and the hospitality of Rubel and Krishna. They were very helpful and their behaviour is very good.,"ambiance, food, hospitality",0.533332347869873
Rubel & krishna give us excellent service. Nice environment. Food was excellent. We are very happy.💜💜,"service, environment, Food",0.4139213562011719
Nice restaurant and delicious food.Rubel and Rofiq served our table .We are enjoying and very happy.,"food, served",0.3018946647644043
Everything was perfect. Had a wonderful time. Service was great. Thanks to Rubel and Firoz. Would love to visit again :),Service,0.19017791748046875
The foods were great for a reasonable price as well. The dessert and live grill was exceptionally good. Really good place to dine with family. Shout-out to Rubel and Sumona for their great services amongst all the other staffs.,"foods, price, dessert, live grill, services, staffs",1.0615735054016113
Very wonderful service. Food was delicious. Also they surprised me with a birthday cake and that will be a memorable moment of my life. Best hotel in Bangladesh. Will definitely come with more people for party in future. Thank you sharan for your service.,"service, Food, birthday cake",0.4685242176055908
"Most recently I have stay the westin Dhaka. The breakfast was superb & most delicious. Room was so clean , staff was so friendly. Specially reception guy was so must professional also concierge.","breakfast, room, staff, reception guy, concierge",0.8747754096984863
"Among all the 5* hotel in Bangladesh, IMO The Westin is the best in terms of variation & taste of food. I've been there several times for weekend brunch; the ambience, food & service is top notch. I hope they'll continue this kind of hospitality...More","ambience, food, service, brunch",0.6655969619750977
We had wonderful lunche. Food are really fantastic and delicious. Very good atmosphere and friendly staff. Also we enjoyed there complimentary seeming pool.,"lunche, Food, atmosphere, staff, seeming pool",0.8783133029937744
Nice hotel in Bangladesh. We were in Thai festival. Food quantity & quality are really good. Staff service is awesome.Sharan & Rafiq help us a lot. Thanks everyone.,"food quantity & quality, Staff service",0.5555241107940674
Thai festival food was really delicious. We came here for business meeting. Mr.rafique & mr.sharan help us a lot. Unforgettable dinner we hed in westin.,"Thai festival food, dinner",0.474362850189209
Real Thai food and good yummy . Environmental is really cool. Thai chef are very good in behavior food are awesome. Thanks Sharan & Krishna for assist us,"Thai food, chef, behavior, food",0.6407821178436279
"We came for family dinner and the service was really great! So was the food! The staff team of Shagor, Falguni, Clinton, Jonny and Nixon - were excellent and made our experience memorable.","service, staff, food",0.41698288917541504
"I would like to thank falguni and sagor for what they have done. They are very smiling, helpful and good services.",services,0.18210625648498535
It was best buffet in the town . Thai food are very delicious. Falguni and sagor was always service to us. We are enjoying a lot . Highly recommend,"buffet, Thai food, service",0.6194853782653809
Seasonal taste is very nice restaurant. Food was good.Mr.Rubel and Clinton give excellent service. We are come back.,"Seasonal taste, Food, service",0.590991735458374
"I want to thank a lot mr Rubel for the warm welcoming and the cery good service during our stay at the restaurant, wish to come back soon",service,0.194136381149292
"Great test, organised food! Delicious!service was excellent Mr.Rubel Clinton and Rofiq give us excellent service.","test, food, service",0.4183957576751709
Had a dinner with colleagues and the quality and variety was good. The ambiance was good. Thanks falguni for service,"dinner, quality, ambiance, service",0.6440050601959229
Food was very delicious Seasonal tastes buffet dinner Special menu theam to night today I am really happy Special care for us sagor All food was delicious All stuff very friendly mr rofiq care Jonny thanks everyone,"Food, Seasonal tastes buffet dinner Special menu, stuff",0.8755960464477539
Outstanding service and excellent dinner. Service us Rubel and jony . There was special care of us. We are very happy 😊.,"Service, dinner, Service",0.41615772247314453
"Food was good, so was the environment. Enjoyed quality time with family. Mr Rubel,Rofiq and clinton was very good.","Food, environment",0.35912108421325684
Came for lunch at seasonal tastes.Food was comparatively good but could be better.I feel they could add more items for the mains. Other than that food was quite good. Kee up the good work! Thanks falguni,"Food, mains",0.41431379318237305
Wonderful staff specially Falguni and Rajib and his team served professionally. Thanks and would love to visit again,"staff, served",0.29991984367370605
"Had a great experience at the seasonal tastes today. Food was delicious with numerous good options, the environment was cheerful and the staff were extremely friendly and courteous. Overall, fantastic place to go to.","Food, environment, staff",0.4737706184387207
"Atmosphere was nice, food was remarkable, service was astounding every food was mouthwatering. Highly recomanded. Come again and thanks to falguni and rafiq","Atmosphere, food, service, food",0.6551406383514404
"Just wow , amazing food with variety and staffs are cordial. Dessert section was mouthwatering. We will be back big thanks Rafiq and falguni","food, staffs, dessert section",0.6119983196258545
This was excellent. One of a kind experience. Food 10/10. Mr. Rafiq and falguni was particularly helpful. Highly recommend this restaurant.,"Food, Mr. Rafiq, falguni",0.7908141613006592
It was very good food . We enjoyed it . Specially thanks to falguni and jony. The food was mouthwatering. Highly recommended and come again,"food, food",0.31782054901123047
Very good dinner and kind staff falguni was really helpful and very knowledgeable. Very good food. Highly recommended,"dinner, staff, food",0.47037768363952637
It was really good environment and food was so delicious. Falguni and joy taking care us. Highly recommended. Come again soon,"environment, food",0.3290059566497803
Excellent service and food. The stuffs are amazing. highly recommended. Will visit again soon. Thanks to falguni,"service, food, stuffs",0.47049975395202637
Such a Nice experience to have lunch at seasonal taste. Most of items are delicious. Specially dessert items. Mr. Krishna is very helpful server. Hrs take care of us lots. Thanks to mr. Krishna for all assistance...,"lunch, items, dessert items, server, hrs",0.8787274360656738
"It's been such pleasure to be able to enjoy their 140 + dinner items with an excellent quality service. Lots of delicious foods , desert etc here to enjoy. I recommend everyone try it out . One of the best 5 star 🌟 restaurant in...More","dinner items, service, foods, desert",0.6620485782623291
Such a great experience at lunch in seasonal taste. We enjoyed very much with the food specially grilled items. Mr Krishna is very helpful. He guide us about food selections. All service people are friendly.,"food, service people, food selections",0.5967347621917725
It’s a great place for lunch with family. Krishna was our server and he made sure we had the best table and also reminded us to get some of the fuchka and the grilled shrimp that were all really tasty. 10/10,"table, fuchka, grilled shrimp, server",0.899446964263916
